Azonosító,Típus,Cikkszám,"GTIN, UPC, EAN, or ISBN",Név,Közzétéve,Kiemelt?,"Látható a katalógusban","Rövid leírás",Leírás,"Akciós ár első napja","Akciós ár utolsó napja","Adó státusz","Adózási osztály",Raktáron?,Készlet,"Alacsony készlet mennyiség","Függő rendelés engedélyezése?","Egyedileg értékesítető?","Tömeg (kg)","Hosszúság (cm)","Szélesség (cm)","Magasság (cm)","Engedélyezzük az értékelést?","Vásárlási megjegyzés","Akciós ár","Normál ár",Kategória,Címkék,"Szállítási osztály",Képek,"Letöltési korlát","Letöltés lejárati napok",Szülő,"Csoportosított termékek",Upsell,Keresztértékesítés,"Külső URL","Gomb szövege",Pozíció,Márkák,"Meta: _porto_demo","Meta: slide_template","Meta: custom_tab_priority1","Meta: custom_tab_priority2","Meta: layout","Meta: product_image_on_hover","Meta: default","Meta: _download_type","Meta: sidebar","Meta: content_bottom","Meta: product_custom_block","Meta: product_layout","Meta: custom_css","Meta: custom_tab_title1","Meta: custom_tab_content1","Tulajdonság neve 1","Tulajdonság (1) értéke(i)","Tulajdonság 1 láthatósága","Tulajdonság (1) globális","Tulajdonság neve 2","Tulajdonság (2) értéke(i)","Tulajdonság 2 láthatósága","Tulajdonság (2) globális","Meta: header_view","Meta: _wpb_vc_js_status","Meta: _wpb_shortcodes_custom_css","Meta: _aioseo_title","Meta: _aioseo_description","Meta: _aioseo_keywords","Meta: _aioseo_og_title","Meta: _aioseo_og_description","Meta: _aioseo_og_article_section","Meta: _aioseo_og_article_tags","Meta: _aioseo_twitter_title","Meta: _aioseo_twitter_description","Meta: _wpb_shortcodes_custom_css_updated","Tulajdonság neve 3","Tulajdonság (3) értéke(i)","Tulajdonság 3 láthatósága","Tulajdonság (3) globális","Tulajdonság neve 4","Tulajdonság (4) értéke(i)","Tulajdonság 4 láthatósága","Tulajdonság (4) globális","Tulajdonság neve 5","Tulajdonság (5) értéke(i)","Tulajdonság 5 láthatósága","Tulajdonság (5) globális","Meta: _original_id","Meta: pro_price_extra_info","Meta: _beeketing_last_update","Meta: pro_price_extra_info_position","Meta: eg_sources_html5_mp4","Meta: eg_sources_html5_ogv","Meta: eg_sources_html5_webm","Meta: eg_sources_youtube","Meta: eg_sources_vimeo","Meta: eg_sources_wistia","Meta: eg_sources_image","Meta: eg_sources_iframe","Meta: eg_sources_soundcloud","Meta: eg_vimeo_ratio","Meta: eg_youtube_ratio","Meta: eg_wistia_ratio","Meta: eg_html5_ratio","Meta: eg_soundcloud_ratio","Meta: eg_settings_custom_meta_skin","Meta: eg_settings_custom_meta_element","Meta: eg_settings_custom_meta_setting","Meta: eg_settings_custom_meta_style","Meta: mm_post_icon","Meta: _product_url","Meta: _button_text","Meta: eg-chili","Meta: _min_variation_price","Meta: _max_variation_price","Meta: _min_price_variation_id","Meta: _max_price_variation_id","Meta: _min_variation_regular_price","Meta: _max_variation_regular_price","Meta: _min_regular_price_variation_id","Meta: _max_regular_price_variation_id","Meta: _sale_price_times_from","Meta: _sale_price_times_to","Meta: _woo_ctr_select_countdown_timer","Meta: _woo_ctr_enable_progress_bar","Meta: _woo_ctr_progress_bar_goal","Meta: _woo_ctr_progress_bar_initial","Meta: _oembed_36e413540648713e58c77e2dbdc4991e","Meta: _min_variation_sale_price","Meta: _max_variation_sale_price","Meta: _min_sale_price_variation_id","Meta: _max_sale_price_variation_id","Meta: _wcct_goaldeal_stock_9080_1573862400_1574380800","Meta: arukereso_hide","Meta: waruk_prod_name","Meta: manufacturer","Meta: ean_code","Meta: shipping_cost","Meta: shipping_time","Meta: woo_prod_category","Meta: wc_esd_date_enable","Meta: wc_esd_date","Meta: wc_esd_date_message","Meta: _wp_page_template","Meta: _is_pre_order","Meta: _pre_order_date","Meta: commercekit_disable_inventory","Meta: _wc_gla_synced_at","Meta: _wc_gla_sync_status","Meta: _wc_gla_visibility","Meta: _wc_gla_mc_status","Meta: _woo_uom_input","Meta: _aioseop_title","Meta: _aioseop_description"
1262,variation,,,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,111.00,,,,,,,,,,,,,2,,shop2#1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,variation,,,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,101.00,,,,,,,,,,,,,5,,shop2#1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,variation,,,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,105.00,,,,,,,,,,,,,6,,shop2#1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,variation,,,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,101.00,,,,,,,,,,,,,5,,shop2#1266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,variation,,,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,102.00,,,,,,,,,,,,,1,,shop2#1267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,variation,,,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,109.00,,,,,,,,,,,,,2,,shop2#1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,variation,,,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,99.00,,,,,,,,,,,,,3,,shop2#1269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,variation,,,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,105.00,,,,,,,,,,,,,0,,shop2#1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,variation,,,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,108.00,,,,,,,,,,,,,1,,shop2#1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273,variation,,,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,108.00,,,,,,,,,,,,,0,,shop2#1273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,variation,,,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,111.00,,,,,,,,,,,,,2,,shop2#1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275,variation,,,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,101.00,,,,,,,,,,,,,3,,shop2#1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,variation,,,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,105.00,,,,,,,,,,,,,4,,shop2#1276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286,variation,,,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,108.00,,,,,,,,,,,,,0,,shop2#1286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287,variation,,,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,111.00,,,,,,,,,,,,,2,,shop2#1287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288,variation,,,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,101.00,,,,,,,,,,,,,3,,shop2#1288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289,variation,,,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,105.00,,,,,,,,,,,,,4,,shop2#1289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,variation,,,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,108.00,,,,,,,,,,,,,0,,shop2#1313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,variation,,,,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,111.00,,,,,,,,,,,,,2,,shop2#1314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
